iter	Passed	Remaining
281	4288	10919
282	4302	10899
283	4315	10880
284	4331	10865
285	4343	10843
286	4355	10821
287	4368	10800
288	4382	10781
289	4396	10763
290	4409	10743
291	4423	10724
292	4440	10715
293	4464	10720
294	4478	10703
295	4491	10682
296	4505	10664
297	4518	10644
298	4533	10628
299	4547	10610
300	4560	10590
301	4573	10570
302	4591	10561
303	4605	10545
304	4621	10531
305	4636	10514
306	4649	10494
307	4662	10476
308	4676	10458
309	4689	10438
310	4698	10408
311	4712	10391
312	4725	10372
313	4739	10354
314	4756	10344
315	4771	10328
316	4783	10306
317	4796	10287
318	4811	10271
319	4824	10251
320	4838	10234
321	4851	10215
322	4864	10194
323	4878	10179
324	4891	10158
325	4905	10141
326	4918	10122
327	4935	10111
328	4948	10093
329	4962	10075
330	4976	10058
331	4989	10039
332	5003	10021
333	5018	10006
334	5032	9990
335	5045	9970
336	5059	9954
337	5072	9935
338	5087	9920
339	5111	9922
340	5131	9917
341	5148	9906
342	5162	9887
343	5176	9871
344	5191	9855
345	5206	9841
346	5220	9823
347	5236	9810
348	5248	9790
349	5261	9771
350	5282	9766
351	5296	9750
352	5310	9733
353	5324	9716
354	5340	9702
355	5353	9683
356	5365	9664
357	5378	9645
358	5391	9627
359	5406	9611
360	5420	9595
361	5436	9581
362	5449	9562
363	5462	9544
364	5476	9528
365	5491	9512
366	5505	9496
367	5519	9478
368	5534	9464
369	5549	9449
370	5565	9436
371	5579	9419
372	5594	9403
373	5607	9385
374	5620	9367
375	5635	9352
376	5650	9336
377	5664	9320
378	5678	9304
379	5693	9288
380	5706	9271
381	5720	9253
382	5732	9235
383	5746	9218
384	5759	9200
