iter	Logloss
0	0.6847343782
1	0.6767452491
2	0.6696274847
3	0.662871597
4	0.6561495915
5	0.6500992059
6	0.6441199243
7	0.6383478437
8	0.6335589391
9	0.6283167178
10	0.6239693501
11	0.6195474978
12	0.6150654981
13	0.6110099612
14	0.6070513533
15	0.6035694284
16	0.6000834892
17	0.5969536981
18	0.5941476266
19	0.5914685572
20	0.5887175943
21	0.5863001873
22	0.5837685467
23	0.581489749
24	0.5794443452
25	0.5772975152
26	0.575615844
27	0.5737163991
28	0.5719048706
29	0.5702667278
30	0.5687882379
31	0.5671194222
32	0.5655488213
33	0.5641437494
34	0.5627915159
35	0.5613695594
36	0.5599621908
37	0.5586869838
38	0.5576857898
39	0.5565812552
40	0.5556096034
41	0.5545150194
42	0.5534419233
43	0.5523849153
44	0.551419429
45	0.5505920764
46	0.5496383102
47	0.5488665884
48	0.548038707
49	0.5472057291
50	0.5461873772
51	0.5454384875
52	0.5447480533
53	0.5440066131
54	0.5432109445
55	0.5425455661
56	0.5419720802
57	0.5412164278
58	0.540805251
59	0.5401227511
60	0.539429448
61	0.5387360924
62	0.5381562346
63	0.5376085242
64	0.537134621
65	0.5367321597
66	0.536198659
67	0.5356568185
68	0.5351685345
69	0.5345657296
70	0.534162121
71	0.533755215
72	0.5333819386
73	0.5329047043
74	0.532403717
75	0.5317805739
76	0.5311848537
77	0.5307632997
78	0.5301792111
79	0.5297398358
80	0.5294254961
81	0.5289888042
82	0.5285070281
83	0.5281496337
84	0.5278125831
85	0.5273504559
86	0.5269131842
87	0.5266641889
88	0.526328296
89	0.526000052
90	0.5256595978
91	0.5254476018
92	0.5251650862
93	0.5247790579
94	0.5244032131
95	0.5242057114
96	0.5239627576
97	0.5236693046
98	0.5232815408
99	0.523029114
100	0.5227338172
101	0.5223483204
102	0.5219910497
103	0.5215575499
104	0.5213012639
105	0.5211093492
106	0.5207534578
107	0.5203760801
108	0.5201433608
109	0.5199352838
110	0.5196358259
111	0.5194567971
112	0.5191476549
113	0.5188532582
114	0.5185092727
115	0.5180466776
116	0.5175093276
117	0.5170797906
118	0.5167816894
119	0.5163588071
120	0.5160086693
121	0.515774917
122	0.5156172166
123	0.5153127986
124	0.5150710454
125	0.5148339005
126	0.5145995505
127	0.5142465025
128	0.5139080039
129	0.513599291
130	0.5133910052
131	0.5131588555
132	0.5128169518
133	0.5125714146
134	0.5122183158
135	0.5120574366
136	0.5118459906
137	0.5114666153
138	0.5111974546
139	0.5109282558
140	0.5107665558
141	0.5104234344
142	0.5102254105
143	0.5099313068
144	0.5097081763
145	0.5095393723
146	0.5093787466
147	0.5092009914
148	0.5090660172
149	0.5089376878
150	0.5086415748
151	0.5084524866
152	0.5082623974
153	0.5080986002
154	0.5077008119
155	0.5074490658
156	0.5071865375
157	0.506961687
158	0.5065114536
159	0.5062845286
160	0.5059584838
161	0.5057969531
162	0.505428381
163	0.505106978
164	0.50487839
165	0.5046022042
166	0.5043656136
167	0.5041803563
168	0.5038872738
169	0.5036939193
170	0.5034910117
171	0.5031630074
172	0.5028310236
173	0.5024463586
174	0.5020656171
175	0.501845946
176	0.5016964446
177	0.5014328514
178	0.5012434949
179	0.5009696591
180	0.5007303449
181	0.500551218
182	0.5002421301
183	0.5001094854
184	0.4996843184
185	0.499473568
186	0.4992302355
187	0.4989275403
188	0.4986402854
189	0.4982257942
190	0.4980709027
191	0.4978577035
192	0.4973548431
193	0.4971347182
194	0.4968376903
195	0.496675971
196	0.4964053306
197	0.4961013239
198	0.4959328872
199	0.4957799503
200	0.4955504137
201	0.4952221518
202	0.494895432
203	0.494610163
204	0.4943674153
205	0.4941058874
206	0.4938452265
207	0.4935343014
208	0.493191207
209	0.4929889563
210	0.4927737315
211	0.4925226008
212	0.4922014619
213	0.4919921008
214	0.4917887108
215	0.491618134
216	0.4912756042
217	0.4910165255
218	0.4907715067
219	0.4906300054
220	0.4904318557
221	0.4902981898
222	0.4899978582
223	0.4898013034
224	0.4896108944
225	0.4894412926
226	0.4892998452
227	0.4888278714
228	0.4885294319
229	0.4882905024
230	0.4880213491
231	0.4878526984
232	0.4875379316
233	0.4873987204
234	0.4872298351
235	0.4870257661
236	0.4868032533
237	0.486556517
238	0.4863874557
239	0.4862152145
240	0.4860633799
241	0.4858908996
242	0.4856384461
243	0.4853209753
244	0.4851310094
245	0.4849053739
246	0.4846591354
247	0.4844632125
248	0.4841497354
249	0.4839581129
250	0.4836317583
251	0.4833885761
252	0.4830978177
253	0.4828216733
254	0.4826767305
255	0.4825068508
256	0.4822119205
257	0.4819689336
258	0.4817394278
259	0.481498994
260	0.4812696942
261	0.480987814
262	0.4805917199
263	0.4803154527
264	0.4801069952
265	0.479874127
266	0.4796538646
267	0.47935136
268	0.479119075
269	0.4790831835
270	0.4789039251
271	0.4786786448
272	0.4784283622
273	0.4782270201
274	0.478043325
275	0.4777152609
276	0.4775182015
277	0.4772731542
278	0.4769401588
279	0.4767291599
280	0.4764407307
281	0.4762123052
282	0.4759435029
283	0.4756200115
284	0.4753877878
285	0.4751580444
286	0.474849132
287	0.4745930478
288	0.4744285683
289	0.4741589829
290	0.4739152447
291	0.4736636706
292	0.4732168064
293	0.4730191475
294	0.4728101978
295	0.4726147594
296	0.4724466378
297	0.4722229616
298	0.4719132505
299	0.4717278094
300	0.4713955254
301	0.4711014551
302	0.4708108878
303	0.4706549595
304	0.4704478541
305	0.470270316
306	0.470033672
307	0.4697951249
308	0.4694190166
309	0.4691243985
310	0.469108078
311	0.4688232575
312	0.4686278509
313	0.4684744127
314	0.468288397
315	0.4679662422
316	0.4677959806
317	0.467646471
318	0.4673258123
319	0.4671584125
320	0.467005264
321	0.4668195782
322	0.4665611243
323	0.4662583791
324	0.4660709423
325	0.4658779123
326	0.4657716655
327	0.4654856185
328	0.465294266
329	0.4650503225
330	0.4649093282
331	0.4647424122
332	0.4645071809
333	0.464326125
334	0.4641768541
335	0.4639264449
336	0.4637359606
337	0.4635090061
338	0.4631844143
339	0.4629875074
340	0.4627369389
341	0.4625089224
342	0.4624041337
343	0.4621375042
344	0.4619697729
345	0.4618101495
346	0.4615521188
347	0.4613231829
348	0.461064551
349	0.4607380092
350	0.4604732281
351	0.4600959433
352	0.4599759593
353	0.4597610713
354	0.4594488875
355	0.4592265652
356	0.4589495598
357	0.4588583339
358	0.4586892505
359	0.4583505826
360	0.4580847403
361	0.4579034731
362	0.4578151475
363	0.457518451
364	0.4572291078
365	0.4568545388
366	0.456617807
367	0.4563008794
368	0.4561040556
369	0.4558799099
370	0.455578678
371	0.4553247186
372	0.4549225546
373	0.4546504926
374	0.4545379822
375	0.4543330765
