iter	Passed	Remaining
421	2391	4408
422	2396	4401
423	2400	4394
424	2405	4387
425	2410	4380
426	2415	4373
427	2420	4366
428	2425	4359
429	2430	4352
430	2435	4345
431	2440	4338
432	2445	4331
433	2450	4324
434	2454	4317
435	2459	4310
436	2464	4303
437	2469	4296
438	2475	4290
439	2480	4283
440	2485	4277
441	2489	4269
442	2494	4263
443	2500	4256
444	2504	4249
445	2510	4243
446	2514	4236
447	2519	4229
448	2524	4221
449	2528	4214
450	2533	4207
451	2538	4200
452	2543	4193
453	2547	4186
454	2553	4180
455	2557	4172
456	2562	4165
457	2566	4158
458	2571	4151
459	2576	4145
460	2581	4138
461	2587	4132
462	2591	4125
463	2596	4119
464	2601	4112
465	2606	4106
466	2611	4099
467	2616	4092
468	2621	4086
469	2626	4080
470	2631	4073
471	2636	4066
472	2641	4059
473	2646	4052
474	2650	4045
475	2655	4039
476	2660	4032
477	2665	4025
478	2669	4018
479	2674	4012
480	2679	4005
481	2684	3998
482	2689	3991
483	2694	3985
484	2698	3978
485	2703	3972
486	2708	3965
487	2713	3958
488	2717	3951
489	2722	3945
490	2727	3938
491	2732	3931
492	2736	3925
493	2742	3919
494	2747	3912
495	2752	3906
496	2757	3899
497	2762	3893
498	2767	3887
499	2772	3881
500	2777	3874
501	2782	3868
502	2787	3861
503	2791	3855
504	2796	3849
505	2801	3842
506	2806	3836
507	2811	3829
508	2815	3822
509	2820	3816
510	2825	3809
511	2830	3803
512	2835	3796
513	2840	3790
514	2845	3784
515	2849	3777
516	2855	3771
517	2860	3765
518	2864	3759
519	2869	3752
520	2874	3745
521	2879	3739
522	2883	3732
523	2888	3726
524	2893	3720
525	2898	3713
526	2903	3707
527	2908	3701
528	2913	3694
529	2917	3688
530	2922	3682
531	2927	3676
532	2932	3669
533	2937	3663
534	2941	3656
535	2946	3650
536	2951	3644
537	2956	3638
538	2961	3632
539	2966	3625
540	2971	3619
541	2976	3613
542	2981	3606
543	2985	3600
544	2990	3594
545	2995	3588
546	3000	3582
547	3005	3576
548	3010	3570
549	3015	3563
550	3020	3557
551	3025	3552
552	3030	3546
553	3035	3539
554	3040	3533
555	3045	3527
556	3049	3520
557	3054	3514
558	3059	3508
559	3064	3502
560	3069	3496
561	3074	3490
562	3079	3484
563	3084	3478
564	3089	3471
565	3093	3465
566	3098	3459
567	3103	3452
568	3107	3446
569	3112	3440
570	3117	3434
571	3122	3428
572	3127	3422
573	3132	3416
574	3137	3410
575	3142	3404
576	3147	3398
577	3152	3392
578	3157	3386
579	3162	3380
580	3167	3374
581	3171	3368
582	3176	3362
583	3181	3355
584	3186	3350
585	3191	3343
586	3196	3338
587	3201	3332
588	3206	3325
589	3210	3319
590	3215	3313
591	3220	3307
592	3225	3301
593	3230	3295
594	3235	3289
595	3240	3283
596	3244	3277
597	3249	3271
598	3254	3265
599	3259	3259
600	3264	3253
601	3269	3247
602	3274	3241
603	3278	3235
604	3284	3229
605	3289	3224
606	3294	3218
607	3301	3215
608	3307	3210
609	3314	3205
610	3320	3200
611	3326	3196
612	3333	3191
613	3339	3186
614	3345	3182
615	3350	3176
616	3356	3171
617	3361	3165
618	3367	3160
619	3373	3156
620	3380	3152
621	3386	3146
622	3392	3141
623	3398	3137
624	3404	3132
625	3410	3127
626	3415	3121
627	3422	3116
628	3428	3112
629	3435	3107
630	3441	3102
631	3447	3098
632	3452	3092
633	3458	3087
634	3463	3081
635	3468	3075
636	3473	3069
637	3478	3063
638	3483	3058
639	3488	3052
640	3492	3045
641	3497	3039
642	3502	3033
643	3507	3028
644	3512	3022
645	3516	3016
646	3522	3010
647	3527	3004
648	3531	2998
649	3536	2992
650	3541	2986
651	3546	2981
652	3551	2975
653	3557	2969
654	3562	2963
655	3566	2957
656	3572	2952
657	3577	2946
658	3582	2941
659	3587	2935
660	3592	2929
661	3598	2924
662	3604	2919
663	3609	2913
664	3614	2908
665	3619	2902
666	3623	2895
667	3628	2889
668	3633	2884
669	3638	2878
670	3643	2872
671	3648	2866
672	3653	2860
673	3657	2854
674	3662	2848
675	3667	2843
676	3672	2837
677	3677	2831
678	3682	2825
679	3686	2819
680	3691	2813
681	3696	2807
682	3701	2801
683	3705	2795
684	3711	2790
685	3715	2784
686	3720	2778
687	3725	2772
688	3730	2766
689	3735	2760
690	3739	2754
691	3744	2748
692	3749	2742
693	3753	2736
694	3758	2731
695	3763	2725
696	3768	2719
697	3773	2713
698	3778	2708
699	3783	2702
700	3787	2696
701	3792	2690
702	3797	2684
703	3802	2679
704	3807	2673
705	3812	2667
706	3817	2661
707	3822	2656
708	3827	2650
709	3832	2644
710	3837	2639
711	3841	2633
712	3846	2627
713	3851	2621
714	3856	2615
715	3861	2610
716	3865	2604
717	3870	2598
718	3875	2592
719	3880	2587
720	3885	2581
721	3890	2575
722	3895	2569
723	3899	2564
724	3904	2558
725	3909	2552
726	3914	2546
727	3918	2540
728	3924	2535
729	3929	2529
730	3934	2524
731	3939	2518
732	3944	2513
733	3949	2507
734	3953	2501
735	3959	2496
736	3964	2490
737	3968	2484
738	3974	2479
739	3978	2473
740	3983	2467
741	3988	2462
742	3993	2456
743	3998	2450
744	4003	2445
745	4008	2439
746	4013	2433
747	4018	2428
748	4022	2422
749	4027	2416
750	4032	2410
751	4037	2405
752	4042	2399
753	4047	2393
754	4051	2388
755	4056	2382
756	4061	2376
757	4066	2371
758	4071	2365
759	4076	2360
760	4081	2354
761	4085	2348
762	4090	2343
763	4095	2337
764	4101	2332
765	4106	2326
766	4111	2321
767	4116	2315
768	4122	2310
769	4127	2305
770	4132	2299
771	4138	2294
772	4143	2288
773	4148	2283
774	4155	2278
775	4160	2273
776	4165	2267
777	4171	2262
778	4177	2257
779	4182	2252
780	4188	2247
781	4193	2241
782	4198	2236
783	4204	2231
784	4210	2226
785	4216	2220
786	4221	2215
787	4226	2209
788	4231	2204
789	4237	2199
790	4243	2193
791	4248	2188
792	4253	2183
793	4259	2177
794	4263	2172
795	4269	2166
796	4275	2161
797	4279	2156
798	4284	2150
799	4289	2144
800	4294	2139
801	4299	2133
802	4304	2128
803	4309	2122
804	4314	2117
805	4320	2111
806	4325	2106
807	4329	2100
808	4334	2095
809	4340	2089
810	4345	2084
811	4350	2078
812	4354	2072
813	4359	2067
814	4364	2061
815	4369	2056
816	4374	2050
817	4379	2045
818	4383	2039
819	4388	2033
820	4393	2028
821	4398	2022
822	4403	2017
823	4408	2011
824	4412	2005
825	4417	2000
826	4422	1994
827	4427	1989
828	4432	1983
829	4437	1978
830	4442	1972
831	4447	1967
832	4452	1961
833	4457	1956
834	4462	1950
835	4467	1945
836	4472	1939
837	4477	1934
838	4481	1928
839	4486	1922
840	4491	1917
841	4496	1911
842	4500	1906
843	4505	1900
844	4510	1894
845	4515	1889
846	4520	1883
847	4525	1878
848	4530	1872
849	4535	1867
850	4540	1861
851	4545	1856
852	4550	1851
853	4555	1845
854	4559	1839
855	4564	1834
856	4569	1828
857	4574	1823
858	4580	1818
859	4585	1812
860	4590	1807
861	4595	1801
862	4600	1796
863	4605	1790
864	4610	1785
865	4615	1780
866	4620	1774
867	4625	1769
868	4630	1763
869	4634	1758
870	4639	1752
871	4644	1747
872	4649	1741
873	4653	1735
874	4658	1730
875	4663	1724
876	4668	1719
877	4673	1713
878	4678	1708
879	4683	1703
880	4688	1697
881	4693	1692
882	4698	1686
883	4703	1681
884	4708	1675
885	4713	1670
886	4717	1664
887	4723	1659
888	4727	1653
889	4732	1648
890	4737	1642
891	4741	1637
892	4746	1631
893	4751	1626
894	4756	1620
895	4761	1615
896	4766	1609
897	4771	1604
898	4775	1599
899	4780	1593
900	4785	1588
901	4790	1582
902	4795	1577
903	4800	1571
904	4805	1566
905	4810	1560
906	4814	1555
907	4819	1549
908	4824	1544
909	4829	1539
910	4834	1533
911	4839	1528
912	4843	1522
913	4849	1517
914	4853	1511
915	4858	1506
916	4864	1501
917	4868	1495
918	4873	1490
919	4878	1484
920	4883	1479
921	4887	1473
922	4892	1468
923	4897	1462
924	4902	1457
925	4906	1451
926	4911	1446
927	4916	1441
928	4921	1435
929	4926	1430
930	4931	1424
931	4935	1419
932	4940	1413
933	4945	1408
934	4950	1403
935	4955	1397
936	4959	1392
937	4965	1386
938	4969	1381
939	4974	1375
940	4979	1370
941	4984	1365
942	4988	1359
943	4993	1354
944	4998	1348
945	5003	1343
946	5008	1337
947	5013	1332
948	5018	1327
949	5023	1321
950	5027	1316
951	5032	1311
952	5037	1305
953	5042	1300
954	5047	1294
955	5051	1289
956	5056	1283
957	5061	1278
958	5066	1273
959	5071	1267
960	5075	1262
961	5080	1256
962	5085	1251
963	5090	1246
964	5095	1240
965	5099	1235
966	5104	1229
967	5109	1224
968	5114	1219
969	5118	1213
970	5123	1208
971	5128	1203
972	5133	1197
973	5138	1192
974	5143	1187
975	5148	1181
976	5153	1176
977	5158	1170
978	5163	1165
979	5167	1160
980	5172	1154
981	5177	1149
982	5182	1144
983	5187	1138
984	5192	1133
985	5197	1127
986	5201	1122
987	5206	1117
988	5211	1111
989	5215	1106
990	5220	1100
991	5225	1095
992	5229	1090
993	5234	1084
994	5238	1079
995	5243	1074
996	5248	1068
997	5254	1063
998	5258	1058
999	5263	1052
1000	5266	1047
1001	5271	1041
1002	5276	1036
1003	5280	1030
1004	5285	1025
1005	5290	1020
1006	5294	1014
1007	5299	1009
1008	5304	1004
1009	5309	998
1010	5313	993
1011	5318	988
1012	5323	982
1013	5327	977
1014	5333	972
1015	5338	966
1016	5342	961
1017	5347	955
1018	5352	950
1019	5356	945
1020	5361	940
1021	5366	934
1022	5371	929
1023	5376	924
1024	5380	918
1025	5385	913
1026	5389	907
1027	5394	902
1028	5398	897
1029	5403	891
1030	5408	886
1031	5412	881
1032	5417	875
1033	5422	870
1034	5426	865
1035	5431	859
1036	5436	854
1037	5441	849
1038	5446	843
1039	5451	838
1040	5455	833
1041	5460	827
1042	5465	822
1043	5470	817
1044	5475	812
1045	5479	806
1046	5484	801
1047	5488	796
1048	5492	790
1049	5497	785
1050	5501	780
1051	5506	774
1052	5511	769
1053	5516	764
1054	5521	758
1055	5526	753
1056	5530	748
1057	5535	742
1058	5540	737
1059	5544	732
1060	5548	726
1061	5553	721
1062	5558	716
1063	5563	711
1064	5567	705
1065	5572	700
1066	5576	695
1067	5581	689
1068	5586	684
1069	5590	679
1070	5595	673
1071	5599	668
1072	5604	663
1073	5609	658
1074	5613	652
1075	5618	647
1076	5622	642
1077	5627	636
1078	5632	631
1079	5636	626
1080	5641	621
1081	5646	615
1082	5650	610
1083	5655	605
1084	5660	599
1085	5664	594
1086	5669	589
1087	5674	584
1088	5678	578
1089	5683	573
1090	5687	568
1091	5692	562
1092	5696	557
1093	5701	552
1094	5706	547
1095	5710	541
1096	5715	536
1097	5720	531
1098	5724	526
1099	5729	520
1100	5734	515
1101	5738	510
1102	5743	505
1103	5748	499
1104	5752	494
1105	5757	489
1106	5762	484
1107	5767	478
1108	5772	473
1109	5776	468
1110	5781	463
1111	5785	457
1112	5790	452
1113	5795	447
1114	5800	442
1115	5806	437
1116	5811	431
1117	5815	426
1118	5820	421
1119	5825	416
1120	5829	410
1121	5834	405
1122	5839	400
1123	5844	395
1124	5848	389
1125	5853	384
1126	5857	379
1127	5862	374
1128	5866	368
1129	5871	363
1130	5876	358
1131	5880	353
1132	5884	348
1133	5889	342
1134	5894	337
1135	5899	332
1136	5903	327
1137	5908	321
1138	5913	316
1139	5917	311
1140	5922	306
1141	5927	301
1142	5932	295
1143	5937	290
1144	5941	285
1145	5946	280
1146	5950	274
1147	5955	269
1148	5960	264
1149	5964	259
1150	5969	254
1151	5974	248
1152	5978	243
1153	5983	238
1154	5988	233
1155	5992	228
1156	5996	222
1157	6001	217
1158	6006	212
1159	6010	207
1160	6015	202
1161	6020	196
1162	6025	191
1163	6029	186
1164	6034	181
1165	6039	176
1166	6043	170
1167	6048	165
1168	6053	160
1169	6057	155
1170	6062	150
1171	6066	144
1172	6071	139
1173	6076	134
1174	6081	129
1175	6085	124
1176	6090	119
1177	6095	113
1178	6099	108
1179	6104	103
1180	6108	98
1181	6113	93
1182	6118	87
1183	6123	82
1184	6127	77
1185	6132	72
1186	6136	67
1187	6141	62
1188	6146	56
1189	6150	51
1190	6155	46
1191	6160	41
1192	6165	36
1193	6169	31
1194	6174	25
1195	6178	20
1196	6183	15
1197	6187	10
1198	6192	5
1199	6197	0
