iter	Logloss
357	0.4597909602
358	0.4595107365
359	0.4591924136
360	0.4589622726
361	0.4586906008
362	0.4584529925
363	0.4582632062
364	0.4579422828
365	0.457795433
366	0.4576181148
367	0.457337026
368	0.4571566491
369	0.4569197045
370	0.4567186749
371	0.4563237574
372	0.4561105535
373	0.455819591
374	0.4556408593
375	0.4554854167
376	0.4552182884
377	0.4550685156
378	0.4548704503
379	0.4545286929
380	0.4542670574
381	0.4539801531
382	0.4537375242
383	0.4533999215
384	0.4531246297
385	0.4529094085
386	0.4527203679
387	0.4524059306
388	0.4522695199
389	0.4520869696
390	0.4517104758
391	0.451481107
392	0.4512737419
393	0.4509860321
394	0.4506782559
395	0.4503355132
396	0.4501261393
397	0.4499420094
398	0.4497129467
399	0.4494344192
400	0.4491177008
401	0.4489030381
402	0.4487290396
403	0.4484451058
404	0.4480759018
405	0.4477567431
406	0.4475352678
407	0.4471866034
408	0.4470043032
409	0.4467726732
